termin,pojazd,kto,lotnisko_z,lotnisko_do
12.2016,CASA,BS,EPWA,EPKK
01.2017,CASA,BS,EPKK,EPWA
01.2017,CASA,BS,EPWA,EPKT
01.2017,CASA,BS,EPKK,EPWA
01.2017,EMB,BS,EPWA,EPWR
01.2017,EMB,BS,EPWR,EPKK
01.2017,CASA,BS,EPKK,EPWA
01.2017,CASA,BS,EPWA,EPKK
01.2017,CASA,BS,EPRZ,EPWA
02.2017,EMB,BS,EPWA,EPPO
02.2017,EMB,BS,EPPO,LMML
02.2017,EMB,BS,LMML,EPWA
02.2017,EMB,BS,EPWA,EHRD
02.2017,EMB,BS,EHRD,EPWA
02.2017,CASA,BS,EPWA,EPKK
03.2017,EMB,BS,EPWA,EBBR
03.2017,EMB,BS,EBBR,EPWA
03.2017,CASA,BS,EPKK,EPWA
03.2017,CASA,BS,EPWA,EPKK
03.2017,CASA,BS,EPKK,EPWA
03.2017,EMB,BS,EPWA,LIRA
03.2017,EMB,BS,LIRA,EPWA
04.2017,CASA,BS,EPBY,EPKK
04.2017,CASA,BS,EPKK,EPWA
04.2017,CASA,BS,EPKK,EPWA
04.2017,EMB,BS,EPWA,EDDV
04.2017,EMB,BS,EDDV,EPWA
04.2017,EMB,BS,EPWA,EBBR
04.2017,EMB,BS,EBBR,EPKK
05.2017,CASA,BS,EPKK,EPWA
05.2017,CASA,BS,EPWA,EPKK
05.2017,CASA,BS,EPKK,EPWA
05.2017,CASA,BS,EPWA,EPKK
05.2017,CASA,BS,EPKK,EPWA
05.2017,EMB,BS,EPWA,EETN
05.2017,EMB,BS,EETN,EPWA
05.2017,Śmigłowiec W-3,BS,EPWA,EPKK
05.2017,Śmigłowiec W-3,BS,EPKK,EPWA
05.2017,CASA,BS,EPKK,EPWA
05.2017,EMB,BS,EPWA,EPKK
06.2017,CASA,BS,EPKT,EPWA
06.2017,CASA,BS,EPWA,EPKK
06.2017,EMB,BS,EPWA,EPKK
06.2017,EMB,BS,EPKK,EPWA
06.2017,EMB,BS,EPWA,EPSC
06.2017,EMB,BS,EPSC,EPWA
06.2017,EMB,BS,EPWA,EKCH
06.2017,EMB,BS,EKCH,EPKK
06.2017,EMB,BS,EPWA,EPKK
06.2017,CASA,BS,EPKK,EPWA
06.2017,EMB,BS,EPWA,EBBR
06.2017,EMB,BS,EBBR,EPKK
07.2017,EMB,BS,EPWA,LHBP
07.2017,EMB,BS,LHBP,EPWA
07.2017,CASA,BS,EPWA,EPKK
07.2017,CASA,BS,EPKK,EPWA
07.2017,CASA,BS,EPWA,EPKK
07.2017,CASA,BS,EPKK,EPWA
07.2017,EMB,BS,EPWA,LHBP
07.2017,EMB,BS,LHBP,EPWA
07.2017,CASA,BS,EPWA,EPKK
07.2017,CASA,BS,EPKK,EPWA
07.2017,EMB,BS,EPWA,EPKK
07.2017,EMB,BS,EPKK,EPWA
08.2017,Śmigłowiec W-3,BS,EPGD,EPWA
08.2017,Śmigłowiec W-3,BS,EPWA,EPGD
08.2017,EMB,BS,EPKK,EPPO
08.2017,EMB,BS,EPPO,EPWA
08.2017,CASA,BS,EPWA,EPKK
08.2017,CASA,BS,EPKK,EPWA
08.2017,EMB,BS,EPWA,EPKT
08.2017,EMB,BS,EPKT,EPWA
09.2017,EMB,BS,EPWA,EPWR
09.2017,EMB,BS,EPWR,EPGD
09.2017,EMB,BS,EPGD,EPKK
09.2017,EMB,BS,EPRZ,EPWA
09.2017,EMB,BS,EPWA,EPKK
09.2017,EMB,BS,EPKK,EPWA
09.2017,CASA,BS,EPWA,EPKK
09.2017,CASA,BS,EPKK,EPWA
09.2017,CASA,BS,EPWA,EPKK
09.2017,CASA,BS,EPKK,EPWA
09.2017,EMB,BS,EPWA,LBSF
09.2017,EMB,BS,LBSF,EPWA
09.2017,CASA,BS,EPKK,EPWA
09.2017,EMB,BS,EPWA,EETN
09.2017,EMB,BS,EETN,EPKK
10.2017,CASA,BS,EPKK,EPWA
10.2017,EMB,BS,EPKK,EPWA
10.2017,CASA,BS,EPWA,LZIB
10.2017,CASA,BS,LZIB,EPKK
10.2017,EMB,BS,EPWA,EBBR
10.2017,EMB,BS,EBBR,EPKK
10.2017,CASA,BS,EPKK,EPWA
10.2017,CASA,BS,EPWA,EPKK
11.2017,CASA,BS,EPKK,EPWA
11.2017,EMB,BS,EPWA,EPKK
11.2017,EMB,BS,EPKK,EPWA
11.2017,EMB,BS,EPWA,EPRZ
11.2010,EMB,BS,EPRZ,ESGG
11.2010,EMB,BS,ESGG,EPKK
11.2017,CASA,BS,EPKK,EPWA
11.2017,EMB,BS,EPWA,LFPB
11.2017,EMB,BS,LFPB,EPWA
11.2017,EMB,BS,EPWA,EBBR
11.2017,EMB,BS,EBBR,EPKK
11.2017,EMB,BS,EPKK,EPBY
11.2017,EMB,BS,EPBY,EPWA
11.2017,EMB,BS,EPWA,LHBP
11.2017,EMB,BS,LHBP,EPWA
12.2017,EMB,BS,EPWA,GMMN
12.2017,EMB,BS,GMMN,DTTA
12.2017,EMB,BS,DTTA,EPWA
12.2017,CASA,BS,EPWA,EPKT
12.2017,CASA,BS,EPKK,EPWA
12.2017,EMB,BS,EPWA,EPKK
12.2017,CASA,BS,EPKK,EPWA
12.2017,EMB,MM,EPWA,EBBR
12.2017,EMB,MM,EBBR,EPWA
12.2017,EMB,MM,EPWA,EPGD
12.2017,EMB,MM,EPGD,EPSC
12.2017,EMB,MM,EPSC,EPWA
12.2017,EMB,MM,EPWA,EPKK
12.2017,EMB,MM,EPKK,EPWA
12.2017,EMB,MM,EPWA,EPKT
12.2017,EMB,MM,EPKT,EPWA
12.2017,EMB,MM,EPWA,EPWR
12.2017,EMB,MM,EPWR,EPWA
01.2018,EMB,MM,EPWA,LHBP
01.2018,EMB,MM,LHBP,EPWA
01.2018,EMB,MM,EPWA,EBBR
01.2018,EMB,MM,EBBR,EPWA
01.2018,EMB,MM,EPWA,LSZH
01.2018,EMB,MM,LSZH,LHBP
01.2018,EMB,MM,LHBP,EPWR
01.2018,EMB,MM,EPWR,EPWA
01.2018,CASA,MM,EPWR,EPWA
01.2018,EMB,MM,EPWA,EPKK
01.2018,EMB,MM,EPKK,EPWA
02.2018,EMB,MM,EPWA,EPRZ
02.2018,EMB,MM,EPRZ,EPWA
02.2018,EMB,MM,EPWA,EPSY
02.2018,EMB,MM,EPSY,EPWA
02.2018,EMB,MM,EPWA,LUZ
02.2018,EMB,MM,LUZ,EPWA
02.2018,EMB,MM,EPWA,OLBA
02.2018,EMB,MM,OLBA,EPWA
02.2018,EMB,MM,EPWA,EDDT
02.2018,EMB,MM,EDDT,EPWA
02.2018,EMB,MM,EPWA,EDDM
02.2018,EMB,MM,EDDM,EPWR
02.2018,EMB,MM,EPWR,EPWA
02.2018,EMB,MM,EPWA,EPKK
02.2018,EMB,MM,EPKK,EPWA
02.2018,EMB,MM,EPWA,EBBR
02.2018,EMB,MM,EBBR,EPWA
02.2018,EMB,MM,EPWA,EPPO
02.2018,EMB,MM,EPPO,EPWA
03.2018,EMB,MM,EPWA,EBBR
03.2018,EMB,MM,EBBR,SA32
03.2018,EMB,MM,SA32,EPWA
03.2018,EMB,MM,EPWA,EPWR
03.2018,EMB,MM,EPWR,EPWA
03.2018,EMB,MM,EPWA,EPKT
03.2018,EMB,MM,EPKT,EPWA
03.2018,EMB,MM,EPWA,EPRZ
03.2018,EMB,MM,EPRZ,EPWA
03.2018,EMB,MM,EPWA,EBBR
03.2018,EMB,MM,EBBR,EPWA
03.2018,EMB,MM,EPWA,EPSY
03.2018,EMB,MM,EPSY,EPWA
03.2018,CASA,MM,EPWA,EPWR
03.2018,CASA,MM,EPWR,EPWA
04.2018,EMB,MM,EPWA,LHBP
04.2018,EMB,MM,LHBP,EPWA
04.2018,EMB,MM,EPWA,EPKK
04.2018,EMB,MM,EPKK,EPWA
04.2018,EMB,MM,EPWA,EPWR
04.2018,EMB,MM,EPWR,EPKK
04.2018,EMB,MM,EPKK,EPWA
04.2018,CASA,MM,EPWA,EPZG
04.2018,CASA,MM,EPZG,EPOK
04.2018,CASA,MM,EPOK,EPWA
05.2018,EMB,MM,EPWA,EPRZ
05.2018,EMB,MM,EPRZ,EPWA
05.2018,CASA,MM,EPWA,EPOK
05.2018,EMB,MM,EPWA,EPKT
05.2018,EMB,MM,EPKT,EPWA
05.2018,EMB,MM,EPWA,EPOK
05.2018,CASA,MM,EPOK,EPWA
05.2018,EMB,MM,EPWA,EPKT
05.2018,EMB,MM,EPKT,EPWA
05.2018,EMB,MM,EPWA,LBSF
05.2018,EMB,MM,LBSF,EPWA
05.2018,EMB,MM,EPWA,EPGD
05.2018,EMB,MM,EPGD,EPWA
05.2018,EMB,MM,EPWA,EPWR
05.2018,EMB,MM,EPWR,EPWA
05.2018,EMB,MM,LUZ,EPWR
05.2018,EMB,MM,EPWA,EPRZ
05.2018,EMB,MM,EPRZ,EPWA
06.2018,EMB,MM,EPWA,EPSC
06.2018,EMB,MM,EPSC,EPWR
06.2018,EMB,MM,EPWR,EPWA
06.2018,EMB,MM,EPWA,EYPA
06.2018,EMB,MM,EYPA,EETN
06.2018,EMB,MM,EETN,EPWA
06.2018,EMB,MM,EPWA,LIRA
06.2018,EMB,MM,LIRA,EPWA
06.2018,EMB,MM,EPWA,EPWR
06.2018,EMB,MM,EPWR,EPWA
06.2018,EMB,MM,EPWA,EPKK
06.2018,EMB,MM,EPKK,EPWA
06.2018,EMB,MM,EPWA,EPSC
06.2018,EMB,MM,EPSC,EPMO
06.2018,CASA,MM,EPWA,EPKK
06.2018,CASA,MM,EPKK,EPWA
06.2018,EMB,MM,EPWA,EDDT
06.2018,EMB,MM,EDDT,EPWA
06.2018,EMB,MM,EPWA,LHBP
06.2018,EMB,MM,LHBP,EPWA
06.2018,CASA,MM,EPWA,EPWR
06.2018,CASA,MM,EPWR,EPWA
06.2018,CASA,MM,EPWA,EPOK
06.2018,CASA,MM,EPOK,EPRA
06.2018,EMB,MM,EPWA,EBBR
06.2018,EMB,MM,EBBR,EPWA
06.2018,EMB,MM,EPWA,EPBY
06.2018,EMB,MM,EPBY,EPRZ
06.2018,EMB,MM,EPRZ,EPWA
07.2018,EMB,MM,EPWA,LFST
07.2018,EMB,MM,LFST,EPWA
07.2018,EMB,MM,EPWA,LKKV
07.2018,EMB,MM,LKKV,EPWA
07.2018,EMB,MM,EPWA,EPGD
07.2018,CASA,MM,EPGD,EPKT
07.2018,CASA,MM,EPWR,EPWA
07.2018,EMB,MM,EPWA,EGGW
07.2018,EMB,MM,EGGW,EPWA
07.2018,EMB,MM,EPWA,EPSY
07.2018,EMB,MM,EPSY,EPWA
07.2018,CASA,MM,EPOK,EPLB
07.2018,CASA,MM,EPLB,EPOK
07.2018,CASA,MM,EPOK,EPWA
07.2018,EMB,MM,EPBY,EPKK
07.2018,EMB,MM,EPKK,EPWA
07.2018,CASA,MM,EPOK,EPWA
07.2018,CASA,MM,EPWA,EPPO
07.2018,EMB,MM,EPWA,EPZG
07.2018,EMB,MM,EPZG,EPWA
08.2018,EMB,MM,EPGD,EPKK
08.2018,EMB,MM,EPKK,EPGD
08.2018,Gulfstream,MM,EPOK,EPSC
08.2018,Gulfstream,MM,EPSC,EPKK
08.2018,Gulfstream,MM,EPKK,EPOK
08.2018,EMB,MM,EPGD,EPWA
08.2018,EMB,MM,EPWA,EPGD
08.2018,EMB,MM,EPWA,EVRA
08.2018,EMB,MM,EVRA,EPWA
08.2018,EMB,MM,EPWA,EPGD
08.2018,EMB,MM,EPGD,EPWA
08.2018,EMB,MM,EPWA,EPGD
08.2018,Gulfstream,MM,EPOK,EPWA
08.2018,Gulfstream,MM,EPWA,EPOK
08.2018,Gulfstream,MM,EPOK,EPWA
08.2018,Gulfstream,MM,EPWA,EPKK
08.2018,Gulfstream,MM,EPKK,EPWA
08.2018,Gulfstream,MM,EPWA,EPBY
08.2018,CASA,MM,EPGD,EPWA
08.2018,EMB,MM,EPWA,EPSC
08.2018,EMB,MM,EPSC,EPWA
08.2018,Gulfstream,MM,EPWA,EPGD
09.2018,CASA,MM,EPGD,EPWA
09.2018,EMB,MM,EPWA,EPKT
09.2018,EMB,MM,EPKT,EPWA
09.2018,EMB,MM,EPWA,EPKK
09.2018,EMB,MM,EPKK,EPKT
09.2018,EMB,MM,EPKT,EPWA
09.2018,Gulfstream,MM,EPWA,EPWR
09.2018,Gulfstream,MM,EPWA,EPPO
09.2018,EMB,MM,EPPO,EPKK
09.2018,EMB,MM,EPKK,EPWA
09.2018,EMB,MM,EPWA,EPZG
09.2018,EMB,MM,EPSC,EPWA
09.2018,EMB,MM,EPWA,EPSC
09.2018,EMB,MM,EPSC,EPWA
09.2018,EMB,MM,EPWA,LROP
09.2018,EMB,MM,LROP,EPKK
09.2018,EMB,MM,EPKK,EPWA
09.2018,EMB,MM,EPWA,EPKK
09.2018,EMB,MM,EPKK,EPWA
09.2018,EMB,MM,EPKT,LOWL
09.2018,EMB,MM,LOWL,EPWA
09.2018,EMB,MM,EPWA,EPKT
09.2018,Śmigłowiec W-3,MM,EPWA,EPGD
09.2018,Śmigłowiec W-3,MM,EPGD,EPWA
09.2018,Gulfstream,MM,EPWA,EPLU
09.2018,Śmigłowiec W-3,MM,EPWA,EPKA
09.2018,Śmigłowiec W-3,MM,EPKA,EPWA
09.2018,EMB,MM,EPWA,EPPO
09.2018,EMB,MM,EPPO,EPWA
09.2018,Gulfstream,MM,EPWR,EPBY
10.2018,Gulfstream,MM,EPWA,EPLB
10.2018,Gulfstream,MM,EPLB,LUZ
10.2018,EMB,MM,LUZ,EPWA
10.2018,Gulfstream,MM,EPWA,KTEB
10.2018,Gulfstream,MM,KTEB,EPWA
10.2018,Śmigłowiec W-3,MM,EPWA,EPBK
10.2018,Śmigłowiec W-3,MM,EPBK,EPWA
10.2018,Gulfstream,MM,EPWA,EPLB
10.2018,Gulfstream,MM,EPWA,EPRZ
10.2018,Gulfstream,MM,EPRZ,EPWA
10.2018,Gulfstream,MM,EPWA,EPKK
10.2018,Gulfstream,MM,EPKK,EPWA
10.2018,Śmigłowiec W-3,MM,EPWA,EPBK
10.2018,EMB,MM,EPWA,EPPO
10.2018,Śmigłowiec W-3,MM,EPPO,EPRU
10.2018,EMB,MM,EPWA,EPKT
10.2018,EMB,MM,EPKT,EPKK
10.2018,EMB,MM,EPKK,EPWA
10.2018,EMB,MM,EPWA,EBBR
10.2018,EMB,MM,EBBR,EPMO
10.2018,Gulfstream,MM,EPWA,EPWR
10.2018,Gulfstream,MM,EPWR,EPWA
10.2018,EMB,MM,EPWA,EPKK
10.2018,EMB,MM,EPKK,EPWA
10.2018,EMB,MM,EPWA,LKPR
10.2018,EMB,MM,LKPR,LUZ
10.2018,EMB,MM,LUZ,EPWA
10.2018,Gulfstream,MM,EPWA,EPKK
10.2018,Gulfstream,MM,EPKK,EPWA
10.2018,EMB,MM,EPWA,EPBY
10.2018,Gulfstream,MM,EPWA,EPKK
10.2018,Gulfstream,MM,EPKK,EPKT
10.2018,Gulfstream,MM,EPKT,EPWA
11.2018,EMB,MM,EPKT,EPWA
11.2018,CASA,MM,EPKK,EPCE
11.2018,CASA,MM,EPCE,EPWA
11.2018,EMB,MM,EPWA,EPKT
11.2018,EMB,MM,EPWA,EPGD
11.2018,EMB,MM,EPGD,EPWA
11.2018,EMB,MM,EPWA,LKPR
11.2018,EMB,MM,LKPR,EPWA
11.2018,EMB,MM,EPWA,EPRZ
11.2018,EMB,MM,EPRZ,EPWA
11.2018,EMB,MM,EPWA,EDDH
11.2018,EMB,MM,EDDH,EPWA
11.2018,Gulfstream,MM,EPWA,EPKK
11.2018,Gulfstream,MM,EPKK,EPWA
11.2018,EMB,MM,EPWR,EBBR
11.2018,EMB,MM,EBBR,EPWA
11.2018,EMB,MM,EPWA,LZIB
11.2018,EMB,MM,LZIB,EPWA
11.2018,Śmigłowiec W-3,MM,EPWA,EPKT
11.2018,Śmigłowiec W-3,MM,EPKT,EPWA
12.2018,EMB,MM,EPWA,EPKT
12.2018,EMB,MM,EPKT,EPWA
12.2018,EMB,MM,EPWA,EBBR
12.2018,EMB,MM,EBBR,EPWA
12.2018,EMB,MM,EPWA,EPKT
12.2018,EMB,MM,EPKT,EPWA
12.2018,CASA,MM,EPWA,EPCE
12.2018,EMB,MM,EPGD,LOWW
12.2018,EMB,MM,LOWW,EPKK
12.2018,EMB,MM,EPKK,EPWA
12.2018,Gulfstream,MM,EPKK,EPWA
12.2018,Gulfstream,MM,EPWA,EGSS
12.2018,Gulfstream,MM,EGSS,EPWA
12.2018,Gulfstream,MM,EPWA,EPWR
12.2018,Gulfstream,MM,EPWR,EPWA
12.2018,EMB,MM,EPWA,EPKT
12.2018,EMB,MM,EPKT,EPWA
12.2018,Gulfstream,MM,EPWA,EPPO
12.2018,Gulfstream,MM,EPPO,EPWA
01.2019,EMB,MM,EPWA,EPWR
01.2019,EMB,MM,EPWR,EPKK
01.2019,EMB,MM,EPKK,EPWA
01.2019,Gulfstream,MM,EPWA,EPGD
01.2019,Gulfstream,MM,EPGD,EPWA
01.2019,EMB,MM,EPWA,EPKK
01.2019,EMB,MM,EPKK,EPWA
01.2019,EMB,MM,EPWA,LSZH
01.2019,EMB,MM,LSZH,EPWA
01.2019,EMB,MM,EPWA,EPRZ
01.2019,EMB,MM,EPRZ,EPWA
01.2019,EMB,MM,EPWA,EPKK
01.2019,EMB,MM,EPKK,EPWA
01.2019,EMB,MM,EPWA,EPWR
01.2019,EMB,MM,EPWR,EPWA
02.2019,EMB,MM,EPWA,LZIB
02.2019,EMB,MM,LZIB,EPWA
02.2019,CASA,MM,EPWA,EPRZ
02.2019,CASA,MM,EPRZ,EPWA
02.2019,CASA,MM,EPWA,EPRZ
02.2019,Gulfstream,MM,EPKK,EPWA
02.2019,Gulfstream,MM,EPWA,HESH
02.2019,Gulfstream,MM,HESH,EPWA
02.2019,Śmigłowiec W-3,MM,EPWA,EPSY
02.2019,Śmigłowiec W-3,MM,EPSY,EPWA
03.2019,EMB,MM,EPWA,EPRZ
03.2019,EMB,MM,EPRZ,EPWA
03.2019,EMB,MM,EPWA,EPKT
03.2019,EMB,MM,EPKT,EPWA
03.2019,Gulfstream,MM,EPWA,EPRZ
03.2019,Gulfstream,MM,EPRZ,EPWA
03.2019,EMB,MM,EPWA,LHBP
03.2019,EMB,MM,LHBP,EPWA
03.2019,EMB,MM,EPWA,EPKT
03.2019,EMB,MM,EPKT,EPWA
03.2019,EMB,MM,EPWA,EPKK
03.2019,EMB,MM,EPKK,EPWA
03.2019,EMB,MM,EPWA,EBBR
03.2019,EMB,MM,EBBR,EPWR
03.2019,EMB,MM,EPWR,EPWA
03.2019,Gulfstream,MM,EPWR,EPWA
03.2019,Gulfstream,MM,EPWA,EPGD
03.2019,Gulfstream,MM,EPGD,EPWA
04.2019,EMB,MM,EPWA,EYSA
04.2019,EMB,MM,EYSA,EYPA
04.2019,EMB,MM,EYPA,EPWA
04.2019,EMB,MM,EPWA,EBBR
04.2019,EMB,MM,EBBR,EPWA
04.2019,EMB,MM,EPWA,LDDU
04.2019,EMB,MM,LDDU,EPWA
04.2019,EMB,MM,EPWA,EBBR
04.2019,EMB,MM,EBBR,EPWA
04.2019,Gulfstream,MM,EPWA,KMDW
04.2019,Gulfstream,MM,KMDW,KTEB
04.2019,Gulfstream,MM,KTEB,EPKK
04.2019,CASA,MM,EPKK,EPWA
04.2019,EMB,MM,EPWA,LZIB
04.2019,EMB,MM,LZIB,EPWA
04.2019,EMB,MM,EPWA,EPSC
04.2019,EMB,MM,EPSC,EPWA
04.2019,Gulfstream,MM,EPWA,EPLB
04.2019,Gulfstream,MM,EPLB,EPWA
04.2019,EMB,MM,EPWA,EPPO
04.2019,EMB,MM,EPPO,EPWA
05.2019,Gulfstream,MM,EPWA,EPSC
05.2019,Gulfstream,MM,EPSC,EPWA
05.2019,EMB,MM,EPWA,LRSB
05.2019,EMB,MM,LRSB,EPWA
05.2019,EMB,MM,EPWA,EPBY
05.2019,EMB,MM,EPBY,EPWA
05.2019,EMB,MM,EPWA,EPSC
05.2019,EMB,MM,EPSC,EPLL
05.2019,EMB,MM,EPWA,EBBR
05.2019,EMB,MM,EBBR,EPWA
05.2019,EMB,MM,EPWA,EPKT
05.2019,Gulfstream,MM,EPWA,EPZG
05.2019,Gulfstream,MM,EPZG,EPWA
05.2019,CASA,MM,EPRZ,EPWA
05.2019,EMB,MM,EPWA,EBBR
05.2019,EMB,MM,EBBR,EPWA
05.2019,EMB,MM,EPWA,EPKK
05.2019,EMB,MM,EPKK,EPWA
06.2019,EMB,MM,EPWA,EGHI
06.2019,EMB,MM,EGHI,EPWA
06.2019,EMB,MM,EPWA,EPWR
06.2019,EMB,MM,EPWR,EPWA
06.2019,EMB,MM,EPWA,LHBP
06.2019,EMB,MM,LHBP,EPWA
06.2019,CASA,MM,EPKK,EPWA
06.2019,EMB,MM,EPWA,EPKK
06.2019,EMB,MM,EPWA,LUZ
06.2019,EMB,MM,LUZ,EPWA
06.2019,EMB,MM,EPWA,EBBR
06.2019,EMB,MM,EBBR,EPWA
06.2019,EMB,MM,EPGD,EDDC
06.2019,EMB,MM,EDDC,EPWA
06.2019,Gulfstream,MM,EPWA,EPOK
06.2019,EMB,MM,EPWA,EPSC
06.2019,EMB,MM,EPSC,EPWA
06.2019,EMB,MM,EPWA,EPWR
06.2019,EMB,MM,EPWR,LKPR
06.2019,EMB,MM,LKPR,EPWA
06.2019,EMB,MM,EPWA,EPBY
06.2019,EMB,MM,EPBY,EPWA
06.2019,CASA,MM,EPWA,EPLB
06.2019,CASA,MM,EPLB,EPWA
07.2019,EMB,MM,EPWA,EBBR
07.2019,EMB,MM,EBBR,EPWA
07.2019,EMB,MM,EPWA,EPPO
07.2019,EMB,MM,EPPO,EPKT
07.2019,EMB,MM,EPKT,EPWA
07.2019,EMB,MM,EPKT,EPGD
07.2019,EMB,MM,EPWA,EPKK
07.2019,EMB,MM,EPKK,EPWA
07.2019,EMB,MM,EPWA,EPGD
07.2019,CASA,MM,EPGD,EPWA
07.2019,CASA,MM,EPWA,EPOK
07.2019,CASA,MM,EPOK,EPKT
07.2019,CASA,MM,EPKT,EPOK
07.2019,CASA,MM,EPOK,EPWA
07.2019,EMB,MM,EPWA,EPKK
07.2019,EMB,MM,EPKK,EPWA
07.2019,CASA,MM,EPWA,EPOK
07.2019,CASA,MM,EPOK,EPKT
07.2019,Śmigłowiec W-3,MM,EPWR,EPWC
07.2019,Śmigłowiec W-3,MM,EPWC,EPWR
07.2019,Śmigłowiec W-3,MM,EPWR,EPWA
07.2019,CASA,MM,EPWA,EPOK
07.2019,CASA,MM,EPOK,EPWA
07.2019,EMB,MM,EPWA,EPWR
07.2019,EMB,MM,EPWR,EPWA
07.2019,CASA,MM,EPOK,EPWA
08.2019,Gulfstream,MM,EPWA,EPKT
08.2019,EMB,MM,EPWA,EPKT
08.2019,EMB,MM,EPKT,EPWA
