"","ID","Title","Year","Rating.x","Runtime","Genre","Director","Metacritic","imdbRating","Language","Country","Oscars","Rating.y","Meter","userMeter","userRating","BoxOffice"
"1",4972,"The Birth of a Nation",1915,"Not Rated",165,"Drama, History, Romance","D.W. Griffith",NA,6.9,"","USA",0,8,100,58,3.3,NA
"2",6206,"Les vampires",1915,"Not Rated",399,"Action, Adventure, Crime","Louis Feuillade",NA,6.6,"French","France",0,8.8,100,85,3.8,NA
"3",6864,"Intolerance: Love's Struggle Throughout the Ages",1916,"Not Rated",197,"Drama, History","D.W. Griffith",NA,8,"","USA",0,8,96,78,3.8,NA
"4",9470,"Over the Top",1918,"",0,"Drama, War","Wilfrid North",NA,NA,"","USA",0,4.4,36,51,2.8,NA
"5",9968,"Broken Blossoms or The Yellow Man and the Girl",1919,"Not Rated",90,"Drama, Romance","D.W. Griffith",NA,7.7,"","USA",0,8.2,95,72,3.7,NA
"6",10323,"The Cabinet of Dr. Caligari",1920,"Unrated",67,"Horror","Robert Wiene",NA,8.1,"","Germany",0,9,100,90,4.1,NA
"7",11130,"Dr. Jekyll and Mr. Hyde",1920,"Unrated",49,"Drama, Horror, Sci-Fi","John S. Robertson",NA,7.1,"English","USA",0,7.8,92,67,3.4,NA
"8",11841,"Way Down East",1920,"Not Rated",145,"Drama, Romance","D.W. Griffith",NA,8.1,"","USA",0,8.2,94,69,3.6,NA
"9",12349,"The Kid",1921,"Not Rated",68,"Comedy, Drama, Family","Charles Chaplin",NA,8.4,"English","USA",0,8.5,100,96,4.2,NA
"10",12532,"Orphans of the Storm",1921,"Not Rated",150,"Drama","D.W. Griffith",NA,8.1,"English","USA",0,7.6,90,71,3.8,NA
"11",12920,"Barb Wire",1922,"",0,"Western","Francis J. Grandon",NA,5.6,"English","USA",0,3.8,28,15,1.8,NA
"12",12938,"Beyond the Rocks",1922,"TV-PG",80,"Drama","Sam Wood",NA,7.9,"","USA",0,7.5,100,66,3.6,NA
"13",13086,"Dr. Mabuse: The Gambler",1922,"Not Rated",242,"Crime, Mystery, Thriller","Fritz Lang",NA,7.8,"German","Germany",0,7.5,92,89,4.1,NA
"14",13257,"Häxan: Witchcraft Through the Ages",1922,"Not Rated",91,"Horror","Benjamin Christensen",NA,7.7,"Swedish, Danish","Sweden",0,7.4,88,81,3.9,NA
"15",13427,"Nanook of the North",1922,"Not Rated",79,"Documentary","Robert J. Flaherty",NA,7.8,"","USA, France",0,8.7,100,80,3.8,NA
"16",13442,"Nosferatu",1922,"Unrated",81,"Horror","F.W. Murnau",NA,8,"German","Germany",0,8.9,97,88,4,NA
"17",14142,"The Hunchback of Notre Dame",1923,"Unrated",133,"Drama, Romance","Wallace Worsley",NA,7.4,"","USA",0,8.1,100,75,3.6,NA
"18",14341,"Our Hospitality",1923,"Not Rated",65,"Comedy, Family","John G. Blystone, Buster Keaton",NA,7.9,"English","USA",0,9.4,100,90,4.1,NA
"19",14429,"Safety Last!",1923,"Not Rated",70,"Comedy, Romance, Thriller","Fred C. Newmeyer, Sam Taylor",NA,8.3,"English","USA",0,8.6,96,93,4.2,NA
"20",14624,"A Woman of Paris: A Drama of Fate",1923,"TV-PG",78,"Drama, Romance","Charles Chaplin",NA,7.2,"","USA",0,7.4,91,81,3.8,NA
"21",14759,"Captain Blood",1924,"",110,"Action, Adventure, Romance","David Smith, Albert E. Smith",NA,6.6,"","USA",0,8.4,100,89,4,NA
"22",15064,"The Last Laugh",1924,"Not Rated",90,"Drama","F.W. Murnau",NA,8,"","Germany",0,9,100,88,4.1,NA
"23",15163,"The Navigator",1924,"Unrated",59,"Action, Comedy","Donald Crisp, Buster Keaton",NA,8.1,"","USA",0,9,100,89,4,NA
"24",15400,"The Thief of Bagdad",1924,"Approved",155,"Adventure, Family, Fantasy","Raoul Walsh",NA,7.9,"","USA",0,8.1,95,81,3.7,NA
"25",15648,"Battleship Potemkin",1925,"Unrated",66,"Drama, History","Sergei M. Eisenstein",NA,8,"Russian","Soviet Union",0,9.1,100,86,4,51000
"26",15864,"The Gold Rush",1925,"Not Rated",95,"Adventure, Comedy, Family","Charles Chaplin",NA,8.3,"English","USA",0,8.9,100,93,4.1,NA
"27",15881,"Greed",1924,"Not Rated",140,"Drama","Erich von Stroheim",NA,7.8,"English","USA",0,9.3,100,91,4.3,NA
"28",16220,"The Phantom of the Opera",1925,"Unrated",93,"Horror, Thriller","Rupert Julian, Lon Chaney, Ernst Laemmle, Edward Sedgwick",NA,7.8,"","USA",0,8.3,90,84,3.8,NA
"29",16308,"Sally of the Sawdust",1925,"",104,"Comedy","D.W. Griffith",NA,7,"","USA",0,7.2,80,54,3.4,NA
"30",16332,"Seven Chances",1925,"Not Rated",56,"Comedy, Family, Romance","Buster Keaton",NA,8,"English","USA",0,8.8,100,91,4.1,NA
"31",16847,"Faust",1926,"Not Rated",85,"Drama, Fantasy, Horror","F.W. Murnau",NA,8,"German","Germany",0,8.4,94,91,4.1,NA
"32",16884,"Flesh and the Devil",1926,"Not Rated",112,"Drama, Romance","Clarence Brown",NA,8.1,"","USA",0,7.1,92,84,3.9,NA
"33",17075,"The Lodger",1927,"Unrated",68,"Crime, Drama, Mystery","Alfred Hitchcock",NA,7.4,"English","UK",0,7.6,95,75,3.6,NA
"34",17117,"Mannequin",1926,"",70,"","James Cruze",NA,7.7,"English","USA",0,3.2,22,56,2.8,NA
"35",17136,"Metropolis",1927,"Not Rated",153,"Drama, Sci-Fi","Fritz Lang",98,8.4,"German","Germany",0,9,100,92,4.1,5e+05
"36",17765,"College",1927,"Not Rated",66,"Comedy, Drama, Sport","James W. Horne, Buster Keaton",NA,7.2,"English","USA",0,7.3,88,73,3.6,NA
"37",17925,"The General",1926,"Unrated",107,"Action, Adventure, Comedy","Clyde Bruckman, Buster Keaton",NA,8.3,"English","USA",0,9,93,92,4.3,NA
"38",18037,"The Jazz Singer",1927,"Unrated",88,"Drama, Music, Musical","Alan Crosland",NA,6.9,"English","USA",0,6.5,76,57,3.3,NA
"39",18054,"The King of Kings",1927,"Not Rated",155,"Biography, Drama, History","Cecil B. DeMille",NA,7.6,"English","USA",0,6.4,69,68,3.8,NA
"40",18192,"Napoleon",1927,"",240,"Biography, Drama, History","Abel Gance",NA,7.3,"","France",0,8.7,90,92,4.3,NA
"41",18455,"Sunrise",1927,"Not Rated",94,"Drama, Romance","F.W. Murnau",NA,8.4,"","USA",3,8.9,98,93,4.4,NA
"42",18526,"Underworld",1927,"Not Rated",80,"Crime, Drama, Romance","Josef von Sternberg, Arthur Rosson",NA,7.8,"English","USA",0,7.7,83,89,3.7,NA
"43",18578,"Wings",1927,"PG-13",144,"Drama, Romance, War","William A. Wellman, Harry d'Abbadie d'Arrast",NA,7.9,"English","USA",2,7.4,97,77,3.8,NA
"44",18737,"Pandora's Box",1929,"Not Rated",109,"Crime, Drama, Romance","Georg Wilhelm Pabst",NA,8,"German","Germany",0,8.6,90,88,4.1,NA
"45",18742,"The Cameraman",1928,"Not Rated",69,"Comedy, Romance, Family","Edward Sedgwick, Buster Keaton",NA,8.3,"English","USA",0,8.8,100,93,4.3,NA
"46",18773,"The Circus",1928,"Unrated",71,"Comedy, Romance","Charles Chaplin",NA,8.1,"","USA",0,8.5,100,94,4.2,NA
"47",18806,"The Crowd",1928,"Not Rated",98,"Drama, Romance","King Vidor",NA,7.8,"","USA",0,8.9,95,63,NA,NA
"48",18839,"The Docks of New York",1928,"Not Rated",76,"Crime, Drama, Romance","Josef von Sternberg",NA,7.8,"English","USA",0,8.3,100,86,4,NA
"49",19071,"The Last Command",1928,"Not Rated",88,"Drama, History, Romance","Josef von Sternberg",NA,7.9,"English","USA",1,8.3,100,92,4,NA
"50",19130,"The Man Who Laughs",1928,"Not Rated",110,"Drama, Horror, Mystery","Paul Leni",NA,7.8,"","USA",0,8.1,100,87,4,NA
"51",19254,"The Passion of Joan of Arc",1928,"Not Rated",114,"Biography, Drama, History","Carl Theodor Dreyer",NA,8.3,"French","France",0,9,97,94,4.4,NA
"52",19421,"Steamboat Bill, Jr.",1928,"Not Rated",70,"Action, Comedy, Drama","Charles Reisner, Buster Keaton",NA,8,"English","USA",0,9.1,100,93,4.1,NA
"53",19644,"Applause",1929,"",80,"Drama, Musical","Rouben Mamoulian",NA,7.4,"English","USA",0,7.2,93,74,3.7,NA
"54",19702,"Blackmail",1929,"",85,"Crime, Thriller","Alfred Hitchcock",NA,7.1,"English","UK",0,6.7,90,65,3.4,NA
"55",19729,"The Broadway Melody",1929,"",100,"Musical, Romance","Harry Beaumont",NA,6.6,"English","USA",1,5.4,35,23,2.8,NA
"56",19760,"Man with a Movie Camera",1929,"Not Rated",68,"Documentary","Dziga Vertov",NA,8.4,"","Soviet Union",0,8.9,95,88,4.1,NA
"57",19777,"The Cocoanuts",1929,"",96,"Comedy, Musical","Robert Florey, Joseph Santley",NA,7.3,"English","USA",0,7.5,95,71,3.6,NA
"58",20142,"The Manxman",1929,"",110,"Drama, Romance","Alfred Hitchcock",NA,6.3,"English","UK",0,6.7,90,45,3.1,NA
"59",20269,"Piccadilly",1929,"TV-PG",92,"Drama, Crime","Ewald André Dupont",89,7.2,"English","UK",0,8.3,88,72,3.7,NA
"60",20530,"Un Chien Andalou",1929,"Not Rated",16,"Short","Luis Buñuel",NA,7.9,"French","France",0,9.3,100,85,4,NA
"61",20629,"All Quiet on the Western Front",1930,"Unrated",136,"Drama, War","Lewis Milestone",NA,8.1,"English, French, German, Latin","USA",2,8.8,97,89,3.9,NA
"62",20640,"Animal Crackers",1930,"",97,"Comedy, Musical","Victor Heerman",NA,7.7,"English","USA",0,7.9,96,91,3.9,NA
"63",20697,"The Blue Angel",1930,"Not Rated",124,"Drama, Music","Josef von Sternberg",88,7.9,"German, English","Germany",0,8.2,94,87,4,NA
"64",20960,"Hell's Angels",1930,"",127,"Drama, War","Howard Hughes, Edmund Goulding, James Whale",NA,7.9,"English, German, French","USA",0,7.1,81,60,3.4,NA
"65",21015,"The Shame of Mary Boyle",1929,"",85,"Drama","Alfred Hitchcock",NA,4.8,"English","UK",0,5,27,13,2.5,NA
"66",21079,"Little Caesar",1931,"",79,"Crime, Drama, Film-Noir","Mervyn LeRoy",NA,7.4,"English","USA",0,7.5,90,75,3.6,NA
"67",21165,"Murder!",1930,"TV-PG",92,"Crime, Mystery, Thriller","Alfred Hitchcock",NA,6.4,"English","UK",0,7.7,92,39,3.1,NA
"68",21331,"The Blood of a Poet",1932,"Unrated",55,"","Jean Cocteau",NA,7.5,"French","France",0,7.7,94,86,3.9,NA
"69",21409,"Under the Roofs of Paris",1930,"Not Rated",96,"Comedy, Drama, Romance","René Clair",NA,7.4,"French, Romanian","France",0,7.3,83,75,3.7,NA
"70",21571,"Earth",1930,"",75,"Drama","Aleksandr Dovzhenko",NA,7.5,"","Soviet Union",0,8.1,83,73,3.7,NA
"71",21577,"L'Age d'Or",1930,"",63,"Comedy, Drama","Luis Buñuel",NA,7.6,"French","France",0,8.8,92,82,3.9,NA
"72",21739,"La Chienne",1931,"",95,"Drama","Jean Renoir",NA,7.7,"French","France",0,8.5,100,88,4.1,NA
"73",21746,"Cimarron",1931,"",123,"Drama, Western","Wesley Ruggles",NA,6.1,"English, French","USA",3,5.8,50,25,2.8,NA
"74",21749,"City Lights",1931,"",87,"Comedy, Drama, Romance","Charles Chaplin",NA,8.7,"English","USA",0,9,98,96,4.4,NA
"75",21814,"Dracula",1931,"Approved",75,"Horror","Tod Browning, Karl Freund",NA,7.7,"English, Hungarian, Latin","USA",0,7.7,91,81,3.7,NA
"76",21873,"Five Star Final",1931,"",89,"Crime, Drama, Film-Noir","Mervyn LeRoy",NA,7.5,"English","USA",0,7.2,91,78,3.8,NA
"77",21884,"Frankenstein",1931,"Unrated",70,"Horror, Sci-Fi","James Whale",NA,8,"English, Latin","USA",0,8.6,100,86,3.7,NA
"78",21890,"The Front Page",1931,"TV-PG",101,"Comedy","Lewis Milestone",NA,7,"English","USA",0,7.4,91,61,3.2,NA
"79",22100,"M",1931,"Not Rated",99,"Crime, Drama, Thriller","Fritz Lang",NA,8.5,"German","Germany",0,9.1,100,95,4.4,35300
"80",22158,"Monkey Business",1931,"Unrated",77,"Comedy","Norman Z. McLeod",NA,7.6,"English","USA",0,7.8,93,85,3.8,NA
"81",22286,"The Public Enemy",1931,"",83,"Crime, Drama","William A. Wellman",NA,7.8,"English","USA",0,8.4,100,85,3.9,NA
"82",22458,"Tabu: A Story of the South Seas",1931,"TV-PG",86,"Drama, Romance, Adventure","F.W. Murnau",NA,7.7,"English","USA",1,8.5,91,80,3.8,NA
"83",22599,"À Nous la Liberté",1931,"Approved",97,"Comedy, Musical","René Clair",NA,7.7,"French","France",0,8.3,100,79,3.8,NA
"84",22718,"Boudu Saved from Drowning",1932,"Not Rated",85,"Comedy","Jean Renoir",NA,7.6,"French","France",0,8.6,100,83,3.6,NA
"85",22835,"Dr. Jekyll and Mr. Hyde",1931,"",98,"Drama, Horror, Sci-Fi","Rouben Mamoulian",NA,7.8,"English","USA",1,8.2,93,79,3.6,NA
"86",22913,"Freaks",1932,"Unrated",64,"Drama, Horror, Thriller","Tod Browning",NA,8,"English, German, French","USA",0,8.3,93,89,4,NA
"87",22958,"Grand Hotel",1932,"",112,"Drama, Romance","Edmund Goulding",NA,7.7,"English, Russian","USA",1,7.8,87,78,3.8,NA
"88",23027,"Horse Feathers",1932,"",68,"Comedy, Musical, Romance","Norman Z. McLeod",NA,7.7,"English","USA",0,8.2,96,88,4,NA
"89",23042,"I Am a Fugitive from a Chain Gang",1932,"Not Rated",92,"Crime, Drama, Film-Noir","Mervyn LeRoy",NA,8,"English","USA",0,8.4,100,90,4.1,NA
"90",23238,"The Most Dangerous Game",1932,"Not Rated",63,"Adventure, Horror, Mystery","Irving Pichel, Ernest B. Schoedsack",NA,7.3,"English, Russian","USA",0,7.6,100,74,3.6,NA
"91",23245,"The Mummy",1932,"Unrated",73,"Horror","Karl Freund",NA,7.3,"English, Arabic, French","USA",0,7.8,92,71,3.5,NA
"92",23395,"East of Shanghai",1931,"",83,"Comedy, Romance, Thriller","Alfred Hitchcock",NA,6,"English","UK",0,6.6,70,31,3,NA
"93",23427,"Scarface",1932,"",93,"Action, Crime, Drama","Howard Hawks, Richard Rosson",NA,7.8,"English","USA",0,8.6,100,86,3.9,NA
"94",23458,"Shanghai Express",1932,"",80,"Adventure, Drama, Romance","Josef von Sternberg",NA,7.5,"English, French, Cantonese, German","USA",1,8.6,100,83,3.9,NA
"95",23551,"Tarzan the Ape Man",1932,"",100,"Action, Adventure, Romance","W.S. Van Dyke",NA,7.2,"English","USA",0,7.8,100,68,3.5,NA
"96",23563,"The Testament of Dr. Mabuse",1933,"Not Rated",122,"Crime, Fantasy, Horror","Fritz Lang",NA,7.8,"German","Germany",0,8.3,89,90,4,NA
"97",23622,"Trouble in Paradise",1932,"",83,"Comedy, Crime, Romance","Ernst Lubitsch",NA,8.2,"English, Italian, Russian, Spanish, German","USA",0,8.4,91,92,4.2,NA
"98",23634,"I Was Born, But...",1932,"Not Rated",100,"Comedy, Drama","Yasujirô Ozu",91,7.8,"","Japan",0,8,100,91,4.1,NA
"99",23649,"Vampyr",1932,"Unrated",75,"Horror","Carl Theodor Dreyer",NA,7.7,"German","Germany",0,8.7,100,82,3.9,NA
"100",23694,"White Zombie",1932,"",69,"Horror","Victor Halperin",NA,6.5,"English","USA",0,7.3,89,59,3.4,NA
"101",23775,"Baby Face",1933,"TV-PG",71,"Drama, Romance","Alfred E. Green",NA,7.6,"English, French","USA",0,7.6,100,80,3.6,NA
"102",23876,"Cavalcade",1933,"",112,"Drama, Romance, War","Frank Lloyd",NA,6.2,"English","USA",3,6.4,53,27,2.9,NA
"103",23940,"Design for Living",1933,"Approved",91,"Comedy, Romance","Ernst Lubitsch",NA,7.6,"English, French","USA",0,7.4,75,82,3.9,NA
"104",23948,"Dinner at Eight",1933,"",111,"Comedy, Drama","George Cukor",NA,7.9,"English","USA",0,8.6,100,74,3.7,NA
"105",23969,"Duck Soup",1933,"",68,"Comedy, Musical","Leo McCarey",NA,8.1,"English","USA",0,8.8,92,92,4.1,NA
"106",24034,"42nd Street",1933,"Unrated",89,"Comedy, Musical, Romance","Lloyd Bacon",NA,7.8,"English","USA",0,7.8,95,75,3.6,NA
"107",24044,"Gabriel Over the White House",1933,"",86,"Drama, Fantasy, Romance","Gregory La Cava",NA,6.5,"English","USA",0,6.7,92,56,3.3,NA
"108",24184,"The Invisible Man",1933,"Unrated",71,"Drama, Horror, Sci-Fi","James Whale",NA,7.7,"English","USA",0,8.5,100,84,3.8,NA
"109",24188,"Island of Lost Souls",1932,"Unrated",70,"Adventure, Horror, Romance","Erle C. Kenton",NA,7.6,"English","USA",0,8,95,82,3.7,NA
"110",24216,"King Kong",1933,"Unrated",100,"Adventure, Fantasy, Horror","Merian C. Cooper, Ernest B. Schoedsack",NA,8,"English","USA",0,9,98,86,3.6,NA
"111",24240,"Lady for a Day",1933,"TV-G",96,"Comedy","Frank Capra",NA,7.6,"English, Spanish","USA",0,7.6,100,78,3.8,NA
"112",24264,"Little Women",1933,"Not Rated",115,"Drama, Family, Romance","George Cukor",NA,7.4,"English, German","USA",1,8.4,91,78,3.6,NA
"113",24473,"The Private Life of Henry VIII.",1933,"",97,"Biography, Comedy, Drama","Alexander Korda",NA,7.3,"English","UK",1,8.1,100,75,3.5,NA
"114",24481,"Queen Christina",1933,"Approved",99,"Biography, Drama, History","Rouben Mamoulian",NA,7.9,"English, Spanish","USA",0,8.4,100,84,3.9,NA
"115",24548,"She Done Him Wrong",1933,"Approved",66,"Comedy, Drama, History","Lowell Sherman",NA,6.5,"English","USA",0,7.6,95,54,3.4,NA
"116",24803,"Zero for Conduct",1933,"Not Rated",41,"Short, Comedy, Drama","Jean Vigo",NA,7.5,"French","France",0,8.9,93,81,3.9,NA
"117",24844,"L'Atalante",1934,"Not Rated",89,"Drama, Romance","Jean Vigo",NA,7.9,"French, Russian","France",0,8.9,100,89,4.2,NA
"118",24852,"Babes in Toyland",1934,"",77,"Comedy, Family, Fantasy","Gus Meins, Charley Rogers",NA,7.5,"English","USA",0,8.3,100,79,3.6,NA
"119",24894,"The Black Cat",1934,"",65,"Horror, Crime, Adventure","Edgar G. Ulmer",NA,7.2,"English, Latin, Hungarian","USA",0,7.4,86,73,3.7,NA
"120",25164,"The Gay Divorcee",1934,"Approved",107,"Comedy, Musical, Romance","Mark Sandrich",NA,7.6,"English, French, Italian","USA",1,7.8,100,84,3.9,NA
"121",25316,"It Happened One Night",1934,"Unrated",105,"Comedy, Romance","Frank Capra",NA,8.3,"English","USA",5,9,98,94,4.1,NA
"122",25318,"It's a Gift",1934,"",68,"Comedy","Norman Z. McLeod",NA,7.5,"English","USA",0,8.8,100,77,3.9,NA
"123",25452,"The Man Who Knew Too Much",1934,"Approved",75,"Crime, Mystery, Thriller","Alfred Hitchcock",NA,6.9,"English, German, Italian","UK",0,7.6,88,65,3.5,NA
"124",25456,"Man of Aran",1934,"",76,"Documentary","Robert J. Flaherty",NA,7.6,"English","UK",0,7.4,94,74,3.6,NA
"125",25464,"Manhattan Melodrama",1934,"",93,"Crime, Drama, Romance","W.S. Van Dyke, George Cukor",NA,7.2,"English","USA",0,7,85,73,3.7,NA
"126",25610,"Our Daily Bread",1934,"Approved",80,"Drama, Romance","King Vidor",NA,7.2,"English","USA",0,7.6,100,61,3.5,NA
"127",25746,"The Scarlet Empress",1934,"Approved",104,"Drama, History, Romance","Josef von Sternberg",NA,7.8,"English","USA",0,9,100,86,3.9,NA
"128",25862,"Tarzan and His Mate",1934,"Unrated",104,"Action, Adventure","Cedric Gibbons, Jack Conway, James C. McKay",NA,7.7,"English","USA",0,7.4,100,81,3.7,NA
"129",25878,"The Thin Man",1934,"Not Rated",91,"Comedy, Crime, Film-Noir","W.S. Van Dyke",NA,8.2,"English","USA",0,8.6,97,94,4.2,NA
"130",25913,"Triumph of the Will",1935,"",110,"Documentary, War","Leni Riefenstahl",NA,7.6,"German","Germany",0,7.9,94,76,3.8,NA
"131",25919,"Twentieth Century",1934,"",91,"Comedy, Romance","Howard Hawks",NA,7.9,"English, German","USA",0,7.7,88,77,3.7,NA
"132",26029,"The 39 Steps",1935,"Unrated",86,"Comedy, Mystery, Thriller","Alfred Hitchcock",NA,7.9,"English","UK",0,8.9,98,86,3.8,NA
"133",26056,"Alice Adams",1935,"Approved",99,"Comedy, Drama, Romance","George Stevens",NA,7.1,"English","USA",0,7.8,93,71,3.6,NA
"134",26097,"Barbary Coast",1935,"",91,"Adventure, Drama, Romance","Howard Hawks, William Wyler",NA,6.9,"English","USA",0,7.4,100,50,3.2,NA
"135",26138,"The Bride of Frankenstein",1935,"Not Rated",75,"Horror, Sci-Fi","James Whale",NA,7.9,"English","USA",0,9,100,88,3.8,NA
"136",26529,"The Informer",1935,"Approved",91,"Drama","John Ford",NA,7.6,"English","USA",4,8.3,91,78,3.8,NA
"137",26685,"Mark of the Vampire",1935,"",60,"Horror, Mystery","Tod Browning",NA,6.3,"English, Czech","USA",0,6.2,77,38,NA,NA
"138",26752,"Mutiny on the Bounty",1935,"Not Rated",132,"Adventure, Drama, History","Frank Lloyd",NA,7.9,"English, Polynesian","USA",1,8.1,94,83,3.7,NA
"139",26778,"A Night at the Opera",1935,"TV-G",96,"Comedy, Music, Musical","Sam Wood, Edmund Goulding",NA,8.1,"English, Italian","USA",0,8.6,97,92,4.1,NA
"140",26912,"The Raven",1935,"Approved",61,"Horror","Lew Landers",NA,7.1,"English","USA",0,7.2,100,74,3.7,NA
"141",26955,"Ruggles of Red Gap",1935,"Not Rated",90,"Comedy, Romance","Leo McCarey",NA,7.8,"English, French","USA",0,8.3,100,92,4.2,NA
"142",27075,"A Tale of Two Cities",1935,"Not Rated",128,"Drama, History, Romance","Jack Conway, Robert Z. Leonard",NA,7.9,"English","USA",0,8.2,100,86,3.8,NA
"143",27125,"Top Hat",1935,"TV-G",101,"Comedy, Musical, Romance","Mark Sandrich",NA,7.9,"English, Italian","USA",0,8.6,100,91,4,NA
"144",27194,"Werewolf of London",1935,"Approved",75,"Drama, Fantasy, Horror","Stuart Walker",NA,6.4,"English, Cantonese, Latin","USA",0,6.4,75,45,3.2,NA
"145",27260,"After the Thin Man",1936,"",112,"Comedy, Crime, Mystery","W.S. Van Dyke",NA,7.7,"English","USA",0,7.6,100,89,4,NA
"146",27459,"Come and Get It",1936,"",99,"Drama","Howard Hawks, Richard Rosson, William Wyler",NA,7.1,"English","USA",1,7.5,90,64,3.2,NA
"147",27478,"The Crime of Monsieur Lange",1936,"",77,"Comedy, Crime, Drama","Jean Renoir",NA,7.6,"French","France",0,7.7,100,80,3.9,NA
"148",27532,"Dodsworth",1936,"TV-PG",101,"Drama, Romance","William Wyler",NA,8.2,"English, French, German, Italian","USA",1,7.5,87,85,3.9,NA
"149",27545,"Dracula's Daughter",1936,"Approved",71,"Drama, Fantasy, Horror","Lambert Hillyer",NA,6.4,"English, German","USA",0,5.7,50,39,3.1,NA
"150",27652,"Fury",1936,"Not Rated",92,"Crime, Drama, Film-Noir","Fritz Lang",NA,7.9,"English","USA",0,8.9,100,88,3.9,NA
"151",27698,"The Great Ziegfeld",1936,"Not Rated",176,"Biography, Drama, Musical","Robert Z. Leonard",NA,6.9,"English","USA",3,6.2,63,53,3.4,NA
"152",27884,"Libeled Lady",1936,"TV-G",98,"Comedy, Romance","Jack Conway",NA,7.8,"English","USA",0,7.9,80,89,4,NA
"153",27977,"Modern Times",1936,"G",87,"Comedy, Drama","Charles Chaplin",96,8.6,"English","USA",0,9,100,95,4.2,NA
"154",27996,"Mr. Deeds Goes to Town",1936,"TV-G",115,"Comedy, Drama","Frank Capra",NA,8,"English","USA",1,8.4,94,86,3.9,NA
"155",28010,"My Man Godfrey",1936,"Not Rated",94,"Romance, Comedy","Gregory La Cava",NA,8.2,"English, Russian","USA",0,8.3,100,90,4.1,NA
"156",28231,"Secret Agent",1936,"Unrated",86,"Drama, Mystery, Romance","Alfred Hitchcock",NA,6.7,"English, German, French","UK",0,7.6,100,49,3.3,NA
"157",28333,"Swing Time",1936,"Approved",103,"Comedy, Musical, Romance","George Stevens",NA,7.8,"English, French","USA",1,8.7,100,88,4,NA
"158",28346,"Reefer Madness",1936,"TV-PG",66,"Drama","Louis J. Gasnier",NA,3.7,"English","USA",0,4.8,46,39,2.9,NA
"159",28358,"Things to Come",1936,"Not Rated",100,"Sci-Fi","William Cameron Menzies",NA,6.8,"English","UK",0,7.5,92,56,3.3,NA
"160",28597,"The Awful Truth",1937,"Not Rated",91,"Comedy, Romance","Leo McCarey",NA,8,"English","USA",1,8,91,88,4,NA
"161",28683,"Camille",1936,"",109,"Drama, Romance","George Cukor",NA,7.6,"English","USA",0,7.3,91,84,3.9,NA
"162",28691,"Captains Courageous",1937,"TV-G",117,"Adventure, Drama, Family","Victor Fleming",NA,8,"English, Portuguese","USA",1,7.8,92,88,3.9,NA
"163",28772,"A Day at the Races",1937,"",111,"Comedy, Sport","Sam Wood",NA,7.7,"English, Italian","USA",0,7.6,100,90,3.9,NA
"164",28818,"The Edge of the World",1937,"",74,"Drama, History, Romance","Michael Powell",NA,7.4,"English","UK",0,7.8,100,78,3.6,NA
"165",28944,"The Good Earth",1937,"",138,"Drama, Romance","Sidney Franklin, Victor Fleming, Gustav Machatý, Sam Wood",NA,7.9,"English","USA",2,7.4,92,79,3.8,NA
"166",28950,"La Grande Illusion",1937,"Unrated",114,"Drama, War","Jean Renoir",NA,8.2,"French, German, English, Russian","France",0,9.4,97,93,4.3,2e+05
"167",28988,"Heidi",1937,"G",88,"Family, Drama","Allan Dwan",NA,7.3,"English","USA",0,7.4,100,73,3.3,NA
"168",29146,"The Life of Emile Zola",1937,"TV-G",116,"Biography, Drama","William Dieterle",NA,7.4,"English","USA",3,6.8,71,73,3.6,NA
"169",29162,"Lost Horizon",1937,"Unrated",97,"Adventure, Drama, Fantasy","Frank Capra",NA,7.9,"English, Mandarin","USA",2,7.6,100,82,3.8,NA
"170",29192,"Make Way for Tomorrow",1937,"",91,"Drama, Romance","Leo McCarey",NA,8.1,"English","USA",0,9.3,100,92,4.3,NA
"171",29284,"My Favorite Wife",1940,"Approved",88,"Comedy, Romance","Garson Kanin",NA,7.5,"English","USA",0,6.8,85,84,3.9,NA
"172",29322,"Nothing Sacred",1937,"TV-PG",77,"Comedy, Drama, Romance","William A. Wellman",NA,7.6,"English","USA",0,9,100,70,3.6,NA
"173",29453,"Pépé le Moko",1937,"Not Rated",94,"Crime, Drama, Romance","Julien Duvivier",98,7.7,"French, Arabic","France",0,8.6,100,86,3.8,NA
"174",29604,"Stage Door",1937,"Approved",92,"Comedy, Drama","Gregory La Cava",NA,7.8,"English","USA",0,8.8,95,87,3.9,NA
"175",29606,"A Star Is Born",1937,"Not Rated",111,"Drama","William A. Wellman, Jack Conway",NA,7.7,"English","USA",1,7.4,100,80,3.6,NA
"176",29682,"Topper",1937,"",97,"Comedy, Fantasy, Romance","Norman Z. McLeod",NA,7.5,"English","USA",0,7.6,94,83,3.8,NA
"177",29811,"The Girl Was Young",1937,"Unrated",83,"Crime, Mystery, Thriller","Alfred Hitchcock",NA,7.1,"English","UK",0,7.6,100,63,3.4,NA
"178",29843,"The Adventures of Robin Hood",1938,"PG",102,"Action, Adventure, Romance","Michael Curtiz, William Keighley",97,8,"English","USA",3,8.9,100,90,3.7,NA
"179",29850,"Alexander Nevsky",1938,"Not Rated",112,"Action, Drama, History","Sergei M. Eisenstein, Dmitriy Vasilev",NA,7.7,"Russian","Soviet Union",0,8.8,95,83,3.9,NA
