"","ID","Title","Year","Rating.x","Runtime","Genre","Director","Metacritic","imdbRating","Language","Country","Oscars","Rating.y","Meter","userMeter","userRating","BoxOffice"
"2782",98180,"Red Scorpion",1988,"R",105,"Action, Adventure","Joseph Zito",NA,4.8,"English, Russian","South Africa, USA, Namibia",0,3.6,10,36,2.6,NA
"2783",98206,"Road House",1989,"R",114,"Action, Thriller","Rowdy Herrington",NA,6.3,"English, Portuguese","USA",0,5.1,40,67,3.2,NA
"2784",98213,"Roger & Me",1989,"R",91,"Documentary","Michael Moore",NA,7.5,"English","USA",0,8.8,100,79,3.6,NA
"2785",98230,"Rude Awakening",1989,"R",100,"Comedy","David Greenwalt, Aaron Russo",NA,4.2,"English","USA",0,2.8,15,50,3.2,NA
"2786",98253,"Santa Sangre",1989,"NC-17",123,"Horror","Alejandro Jodorowsky",NA,7.7,"English","Mexico, Italy",0,7.3,85,87,4.1,NA
"2787",98258,"Say Anything...",1989,"PG-13",100,"Comedy, Drama, Romance","Cameron Crowe",86,7.5,"English","USA",0,8,98,85,3.6,NA
"2788",98260,"Scandal",1989,"R",106,"Drama, History","Michael Caton-Jones",NA,6.4,"English","UK",0,7.4,91,62,3.2,NA
"2789",98273,"Sea of Love",1989,"R",113,"Crime, Drama, Mystery","Harold Becker",NA,6.8,"English","USA",0,6.8,76,66,3.3,NA
"2790",98282,"See No Evil, Hear No Evil",1989,"R",103,"Action, Comedy, Crime","Arthur Hiller",NA,6.7,"English","USA",0,3.4,18,74,3.3,NA
"2791",98300,"Shag",1989,"PG",98,"Comedy, Drama, Romance","Zelda Barron",NA,6.2,"English","UK, USA",0,6,64,89,3.9,NA
"2792",98308,"She's Out of Control",1989,"PG",90,"Comedy","Stan Dragoti",NA,5.2,"English","USA",0,3,6,52,2.8,NA
"2793",98309,"She-Devil",1989,"PG-13",99,"Comedy","Susan Seidelman",NA,5.3,"English, French","USA",0,4.5,41,48,2.6,NA
"2794",98319,"Shirley Valentine",1989,"R",108,"Comedy, Drama, Romance","Lewis Gilbert",NA,7.2,"English","UK, USA",0,6,67,87,3.8,NA
"2795",98320,"Shocker",1989,"R",109,"Comedy, Horror, Thriller","Wes Craven",NA,5.3,"English","USA",0,3.4,8,28,2.7,NA
"2796",98343,"Skin Deep",1989,"R",97,"Comedy","Blake Edwards",NA,6,"English","USA",0,4.8,38,57,3.1,NA
"2797",98382,"Star Trek V: The Final Frontier",1989,"PG",107,"Action, Adventure, Sci-Fi","William Shatner",43,5.3,"English, Klingon","USA",0,4,21,25,2.8,NA
"2798",98384,"Steel Magnolias",1989,"PG",117,"Drama, Romance","Herbert Ross",NA,7.2,"English","USA",0,5.8,67,90,3.6,NA
"2799",98436,"The Tall Guy",1989,"R",92,"Comedy, Romance","Mel Smith",NA,6.2,"English","UK",0,6.7,85,68,3.1,NA
"2800",98439,"Tango & Cash",1989,"R",104,"Action, Comedy, Crime","Andrey Konchalovskiy, Albert Magnoli",NA,6.2,"English","USA",0,4.3,39,52,3,NA
"2801",98471,"Three Fugitives",1989,"PG-13",96,"Action, Comedy","Francis Veber",NA,5.9,"English","USA",0,3.9,15,50,2.9,NA
"2802",98519,"Troop Beverly Hills",1989,"PG",100,"Adventure, Comedy","Jeff Kanew",NA,5.2,"English","USA",0,3.2,8,61,2.6,NA
"2803",98524,"True Believer",1989,"R",108,"Drama, Crime","Joseph Ruben",NA,6.7,"English","USA",0,7,95,60,3.3,NA
"2804",98536,"Turner & Hooch",1989,"PG",97,"Comedy, Crime, Drama","Roger Spottiswoode",NA,5.9,"English","USA",0,5.2,62,52,3,NA
"2805",98546,"UHF",1989,"PG-13",97,"Comedy","Jay Levey",32,7,"English","USA",0,5.6,59,78,3.3,NA
"2806",98554,"Uncle Buck",1989,"PG",100,"Comedy, Drama, Family","John Hughes",NA,6.9,"English","USA",0,5.9,64,77,3.2,NA
"2807",98575,"Valmont",1989,"R",137,"Drama, Romance","Milos Forman",55,7,"English","France, USA",0,6.9,90,70,3.5,NA
"2808",98577,"Vampire's Kiss",1988,"R",103,"Comedy, Fantasy, Horror","Robert Bierman",31,5.8,"English, German","USA",0,5.9,62,54,3,NA
"2809",98621,"The War of the Roses",1989,"R",116,"Comedy","Danny DeVito",79,6.8,"English","USA",0,7.1,82,70,3.2,NA
"2810",98622,"Warlock",1989,"R",103,"Action, Fantasy, Horror","Steve Miner",NA,6.1,"English","USA",0,5.2,53,47,3.1,NA
"2811",98625,"We're No Angels",1989,"PG-13",101,"Comedy, Crime","Neil Jordan",NA,6,"English, French, Latin","USA",0,5.1,50,44,2.9,NA
"2812",98627,"Weekend at Bernie's",1989,"PG-13",97,"Comedy","Ted Kotcheff",NA,6.3,"English","USA",0,5,50,58,3,NA
"2813",98635,"When Harry Met Sally...",1989,"R",96,"Comedy, Drama, Romance","Rob Reiner",76,7.6,"English","USA",0,7.8,88,89,3.5,NA
"2814",98645,"Who's Harry Crumb?",1989,"PG-13",94,"Comedy, Crime, Mystery","Paul Flaherty",NA,5.7,"English","USA, Canada",0,3.6,30,46,2.8,NA
"2815",98663,"The Wizard",1989,"PG",100,"Comedy, Family, Adventure","Todd Holland",NA,6,"English","USA",0,4.3,28,61,3.1,NA
"2816",98684,"Yaaba",1989,"",90,"Drama, Family","Idrissa Ouedraogo",NA,7.3,"More","Burkina Faso, Switzerland, France",0,8.5,85,95,3.7,NA
"2817",98724,"Sex, Lies, and Videotape",1989,"R",100,"Drama","Steven Soderbergh",86,7.2,"English","USA",0,7.9,98,79,3.4,NA
"2818",98725,"Sweetie",1989,"R",97,"Comedy, Drama","Jane Campion",NA,6.8,"English","Australia",0,7.3,93,73,3.5,NA
"2819",98966,"3 Men and a Little Lady",1990,"PG",104,"Comedy, Drama, Family","Emile Ardolino",NA,5.1,"English","USA",0,4.1,29,44,2.8,NA
"2820",98987,"The Adventures of Ford Fairlane",1990,"R",104,"Action, Adventure, Comedy","Renny Harlin",24,6.2,"English","USA",0,3.5,26,68,3.2,NA
"2821",98994,"After Dark, My Sweet",1990,"R",114,"Crime, Drama, Mystery","James Foley",NA,6.6,"English","USA",0,6.5,82,61,3.3,NA
"2822",99005,"Air America",1990,"R",113,"Action, Comedy","Roger Spottiswoode",33,5.6,"English, Lao","USA",0,3.4,13,35,2.7,NA
"2823",99012,"Alice",1990,"PG-13",102,"Comedy, Fantasy, Romance","Woody Allen",NA,6.6,"English","USA",0,6.1,77,58,3.3,NA
"2824",99040,"An Angel at My Table",1990,"R",158,"Biography, Drama","Jane Campion",NA,7.5,"English, Spanish","New Zealand, Australia, UK",0,7.5,93,89,4,NA
"2825",99044,"Another 48 Hrs.",1990,"R",93,"Action, Comedy, Crime","Walter Hill",23,5.7,"English, Cantonese","USA",0,3.8,19,36,2.9,NA
"2826",99052,"Arachnophobia",1990,"PG-13",103,"Comedy, Sci-Fi, Thriller","Frank Marshall",NA,6.3,"English, Spanish","USA, Venezuela",0,6.8,91,52,2.8,NA
"2827",99073,"Avalon",1990,"PG",128,"Drama","Barry Levinson",NA,7.3,"English, Yiddish","USA",0,7,83,79,3.7,NA
"2828",99077,"Awakenings",1990,"PG-13",121,"Biography, Drama","Penny Marshall",74,7.7,"English","USA",0,6.7,87,89,3.7,NA
"2829",99088,"Back to the Future Part III",1990,"PG",118,"Adventure, Comedy, Sci-Fi","Robert Zemeckis",55,7.4,"English","USA",0,6.5,73,78,3.4,NA
"2830",99091,"Bad Influence",1990,"R",99,"Crime, Drama, Thriller","Curtis Hanson",NA,6.2,"English","USA",0,6.2,73,52,3.1,NA
"2831",99141,"Bird on a Wire",1990,"PG-13",110,"Action, Comedy, Crime","John Badham",NA,5.8,"English","USA",0,4.4,32,41,2.8,NA
"2832",99160,"Blue Steel",1989,"R",102,"Crime, Drama, Thriller","Kathryn Bigelow",NA,5.6,"English","USA",0,5.9,70,36,2.8,NA
"2833",99165,"The Bonfire of the Vanities",1990,"R",125,"Comedy, Drama","Brian De Palma",NA,5.4,"English","USA",0,3.9,16,27,2.6,NA
"2834",99180,"Bride of Re-Animator",1989,"R",96,"Comedy, Horror, Sci-Fi","Brian Yuzna",NA,6.2,"English","USA",0,5.2,47,46,3.1,NA
"2835",99204,"Cadillac Man",1990,"R",97,"Comedy, Crime","Roger Donaldson",NA,5.5,"English","USA",0,5.4,55,31,2.7,NA
"2836",99253,"Child's Play 2",1990,"R",84,"Horror, Mystery, Thriller","John Lafia",NA,5.6,"English","USA",0,4.4,40,47,2.8,NA
"2837",99291,"Come See the Paradise",1990,"R",138,"Drama, History, Romance","Alan Parker",NA,6.7,"English, Japanese","USA",0,5.5,70,75,3.5,NA
"2838",99292,"The Comfort of Strangers",1990,"R",107,"Drama, Thriller","Paul Schrader",NA,6.5,"English","USA, Italy, UK",0,5.5,50,63,3.3,NA
"2839",99316,"Crazy People",1990,"R",90,"Comedy","Tony Bill, Barry L. Young",NA,5.8,"English","USA",0,4.2,33,63,3.1,NA
"2840",99317,"Creature Comforts",1989,"",5,"Animation, Comedy, Short","Nick Park",NA,7.8,"English","UK",1,7.7,93,82,3.7,NA
"2841",99329,"Cry-Baby",1990,"PG-13",85,"Comedy, Musical","John Waters",NA,6.5,"English","USA",0,6.6,76,78,3.3,NA
"2842",99334,"Cyrano de Bergerac",1990,"PG",137,"Biography, Comedy, Drama","Jean-Paul Rappeneau",NA,7.7,"French","France",1,7.8,100,91,3.8,NA
"2843",99348,"Dances with Wolves",1990,"PG-13",181,"Adventure, Drama, Romance","Kevin Costner",72,8,"English, Sioux, Pawnee","USA, UK",7,7.2,81,87,3.6,NA
"2844",99365,"Darkman",1990,"R",96,"Action, Crime, Fantasy","Sam Raimi",65,6.4,"English","USA",0,6.8,82,58,3,NA
"2845",99371,"Days of Thunder",1990,"PG-13",107,"Action, Drama, Romance","Tony Scott",60,5.8,"English, French","USA",0,4.7,41,62,3,NA
"2846",99409,"Desperate Hours",1990,"R",105,"Thriller, Crime, Drama","Michael Cimino",NA,5.4,"English","USA",0,4.6,40,23,2.7,NA
"2847",99422,"Dick Tracy",1990,"PG",105,"Action, Comedy, Crime","Warren Beatty",NA,6.1,"English","USA",3,5.7,64,53,2.8,NA
"2848",99423,"Die Hard 2",1990,"R",124,"Action, Thriller","Renny Harlin",67,7.1,"English, Spanish","USA",0,6,66,70,3.5,NA
"2849",99487,"Edward Scissorhands",1990,"PG-13",105,"Drama, Fantasy, Romance","Tim Burton",74,8,"English","USA",0,7.6,91,91,3.8,NA
"2850",99528,"The Exorcist III",1990,"R",110,"Horror, Mystery, Thriller","William Peter Blatty",NA,6.3,"English","USA",0,5.2,55,55,2.9,NA
"2851",99558,"Operation Condor",1991,"PG-13",80,"Action, Adventure, Comedy","Jackie Chan",NA,7.2,"Cantonese","Hong Kong",0,6.4,70,66,3.2,NA
"2852",99566,"The Field",1990,"PG-13",107,"Drama","Jim Sheridan",NA,7.4,"English","Ireland, UK",0,5.2,43,82,3.8,NA
"2853",99575,"Fire Birds",1990,"PG-13",85,"Action, Adventure","David Green",NA,4.6,"English","USA",0,3,10,37,2.8,NA
"2854",99581,"Flashback",1990,"R",108,"Action, Adventure, Comedy","Franco Amurri",NA,6.1,"English","USA",0,4.9,38,63,3,NA
"2855",99582,"Flatliners",1990,"R",115,"Drama, Horror, Sci-Fi","Joel Schumacher",NA,6.5,"English","USA",0,5.5,48,60,3.2,NA
"2856",99587,"Flight of the Intruder",1991,"PG-13",115,"Action, Romance, War","John Milius",NA,5.6,"English","USA",0,4.4,25,56,3,NA
"2857",99611,"Frankenhooker",1990,"R",85,"Comedy, Horror, Sci-Fi","Frank Henenlotter",NA,6.1,"English, Swedish","USA",0,5.2,62,58,3.1,NA
"2858",99612,"Frankenstein Unbound",1990,"R",82,"Drama, Horror, Sci-Fi","Roger Corman",NA,5.4,"English","USA",0,5.1,44,33,2.9,NA
"2859",99615,"The Freshman",1990,"PG",102,"Comedy, Crime","Andrew Bergman",NA,6.4,"English, Italian, German, French","USA",0,7.5,93,61,3.1,NA
"2860",99653,"Ghost",1990,"PG-13",127,"Drama, Fantasy, Mystery","Jerry Zucker",52,7,"English","USA",2,6.8,74,81,3.5,NA
"2861",99654,"Ghost Dad",1990,"PG",83,"Comedy, Family, Fantasy","Sidney Poitier",NA,4.3,"English","USA",0,2.6,7,33,2.5,NA
"2862",99674,"The Godfather: Part III",1990,"R",162,"Crime, Drama, Mystery","Francis Ford Coppola",60,7.6,"English, Italian, German, Latin","USA",0,6.4,68,78,3.7,NA
"2863",99685,"Goodfellas",1990,"R",146,"Biography, Crime, Drama","Martin Scorsese",89,8.8,"English, Italian","USA",1,8.9,96,97,4.3,NA
"2864",99699,"Green Card",1990,"PG-13",103,"Comedy, Drama, Romance","Peter Weir",58,6.2,"English, French, Spanish","France, Australia, USA",0,5.5,56,51,2.8,NA
"2865",99700,"Gremlins 2: The New Batch",1990,"PG-13",106,"Comedy, Horror","Joe Dante",NA,6.3,"English","USA",0,6.5,69,57,3,NA
"2866",99703,"The Grifters",1990,"R",110,"Crime, Drama, Thriller","Stephen Frears",86,7,"English","USA",0,8,90,71,3.4,NA
"2867",99726,"Hamlet",1990,"PG",130,"Drama, Romance","Franco Zeffirelli",53,6.8,"English","USA, UK, France",0,6.4,76,59,3.2,NA
"2868",99731,"The Handmaid's Tale",1990,"R",108,"Drama, Romance, Sci-Fi","Volker Schlöndorff",NA,6,"English","USA, Germany",0,4.5,23,44,3,NA
"2869",99733,"Happily Ever After",1990,"G",75,"Family, Animation, Musical","John Howley",NA,4.8,"English","USA",0,5.3,36,53,3.1,NA
"2870",99739,"Hard to Kill",1990,"R",96,"Action, Drama, Crime","Bruce Malmuth",NA,5.6,"English","USA",0,3.7,33,47,2.7,NA
"2871",99740,"Hardware",1990,"R",94,"Sci-Fi, Thriller","Richard Stanley",NA,5.9,"English","UK, USA",0,5.7,50,55,3.1,NA
"2872",99747,"Havana",1990,"R",144,"Drama, Romance, War","Sydney Pollack",NA,6,"English, Spanish","USA",0,4.1,24,59,3.2,NA
"2873",99762,"Henry & June",1990,"NC-17",136,"Biography, Drama","Philip Kaufman",NA,6.4,"English","USA",0,6.1,73,69,3.5,NA
"2874",99763,"Henry: Portrait of a Serial Killer",1986,"Unrated",83,"Biography, Crime, Drama","John McNaughton",NA,7.1,"English","USA",0,7.4,88,72,3.6,NA
"2875",99768,"Hidden Agenda",1990,"R",108,"Drama, Thriller","Ken Loach",NA,7.1,"English","UK",0,6.8,83,76,3.6,NA
"2876",99776,"Europa Europa",1990,"R",112,"Drama, History, War","Agnieszka Holland",NA,7.7,"German, Russian, Polish, Hebrew","Germany, France, Poland",0,7.6,100,91,4.1,NA
"2877",99785,"Home Alone",1990,"PG",103,"Comedy, Family","Chris Columbus",63,7.4,"English","USA",0,5.1,54,79,3.3,NA
"2878",99800,"House Party",1990,"R",100,"Comedy, Music, Romance","Reginald Hudlin",NA,6.2,"English","USA",0,6.9,96,83,2.9,NA
"2879",99810,"The Hunt for Red October",1990,"PG",134,"Action, Adventure, Thriller","John McTiernan",58,7.6,"English, Russian","USA",1,7.8,96,89,3.6,NA
"2880",99817,"Dark Angel",1990,"R",91,"Action, Crime, Drama","Craig R. Baxley",NA,5.9,"English","USA",0,3.6,13,45,2.8,NA
"2881",99819,"I Love You to Death",1990,"R",97,"Comedy, Crime","Lawrence Kasdan",45,6.4,"English, Italian, Serbo-Croatian","USA",0,5.4,56,64,3.3,NA
"2882",99850,"Internal Affairs",1990,"R",115,"Crime, Drama","Mike Figgis",NA,6.5,"English, Spanish","USA",0,6.7,88,59,3.2,NA
"2883",99864,"It",1990,"Not Rated",192,"Drama, Horror, Mystery","",NA,6.9,"English","USA, Canada",0,5.5,67,64,3.2,NA
"2884",99871,"Jacob's Ladder",1990,"R",113,"Drama, Horror, Mystery","Adrian Lyne",62,7.6,"English","USA",0,6.5,70,86,3.7,NA
"2885",99878,"Jetsons: The Movie",1990,"G",82,"Animation, Comedy, Family","Joseph Barbera, William Hanna",NA,5.4,"English","USA",0,4.3,21,46,3,NA
"2886",99892,"Joe Versus the Volcano",1990,"PG",102,"Comedy, Romance","John Patrick Shanley",NA,5.6,"English","USA",0,5.2,58,54,2.7,NA
"2887",99902,"Ju Dou",1990,"PG-13",95,"Drama","Fengliang Yang, Yimou Zhang",NA,7.8,"Mandarin","China, Japan",0,8.3,100,88,3.9,NA
"2888",99938,"Kindergarten Cop",1990,"PG-13",111,"Action, Comedy, Crime","Ivan Reitman",61,5.9,"English, Spanish","USA",0,5.1,51,51,3,NA
"2889",99939,"King of New York",1990,"X",103,"Crime, Thriller","Abel Ferrara",NA,7,"Spanish, English","Italy, USA, UK",0,6.1,71,79,3.7,NA
"2890",99951,"The Krays",1990,"R",119,"Biography, Crime, Drama","Peter Medak",NA,6.7,"English","UK",0,6.4,85,82,3.7,NA
"2891",99994,"Leatherface: Texas Chainsaw Massacre III",1990,"X",85,"Horror, Thriller","Jeff Burr",NA,5.1,"English","USA",0,3.5,19,33,2.9,NA
"2892",100024,"Life Is Sweet",1990,"R",103,"Comedy, Drama","Mike Leigh",88,7.4,"English","UK",0,8,100,89,4,NA
"2893",100029,"Lionheart",1990,"R",105,"Action, Drama, Sport","Sheldon Lettich",NA,6,"English","USA",0,4.2,33,53,3,NA
"2894",100046,"The Long Walk Home",1990,"PG",97,"Drama, History","Richard Pearce",NA,7.4,"English","USA",0,6.8,85,83,3.7,NA
"2895",100049,"Longtime Companion",1989,"R",96,"Drama, Romance","Norman René",NA,7.6,"English","USA",0,7.7,100,83,3.9,NA
"2896",100050,"Look Who's Talking Too",1990,"PG-13",81,"Comedy, Romance","Amy Heckerling",NA,4.3,"English","USA",0,2.8,17,33,2.6,NA
"2897",100053,"Loose Cannons",1990,"R",94,"Action, Comedy, Crime","Bob Clark",NA,4.7,"English","USA",0,2.8,0,26,2.7,NA
"2898",100054,"Lord of the Flies",1990,"R",90,"Adventure, Drama, Thriller","Harry Hook",NA,6.4,"English","USA",0,6.4,61,52,3.1,NA
"2899",100107,"Maniac Cop 2",1990,"R",90,"Crime, Horror, Action","William Lustig",NA,5.7,"English","USA",0,5.1,60,39,2.9,NA
"2900",100112,"The Hairdresser's Husband",1990,"R",82,"Comedy, Drama, Romance","Patrice Leconte",NA,7.3,"French, Arabic","France",0,8.1,100,88,4,NA
"2901",100129,"Meet the Applegates",1990,"R",90,"Comedy, Sci-Fi","Michael Lehmann",NA,5.2,"English","USA",0,4.2,10,38,2.7,NA
"2902",100133,"Memphis Belle",1990,"PG-13",107,"Action, Drama, War","Michael Caton-Jones",NA,6.9,"English","UK, Japan, USA",0,6,75,80,3.4,NA
"2903",100134,"Men Don't Leave",1990,"PG-13",115,"Drama","Paul Brickman",NA,6.7,"English","USA",0,7,81,60,3.4,NA
"2904",100135,"Men at Work",1990,"PG-13",98,"Comedy, Crime","Emilio Estevez",NA,5.9,"English","USA",0,4,30,46,2.7,NA
"2905",100140,"Mermaids",1990,"PG-13",110,"Comedy, Drama, Romance","Richard Benjamin",NA,6.5,"English","USA",0,6.3,73,70,3.1,NA
"2906",100142,"Metropolitan",1990,"PG-13",98,"Comedy, Drama, Romance","Whit Stillman",NA,7.5,"English","USA",0,7.6,89,84,3.9,NA
"2907",100143,"Miami Blues",1990,"R",97,"Crime, Drama, Romance","George Armitage",NA,6.4,"English","USA",0,6.3,79,55,3,NA
"2908",100150,"Miller's Crossing",1990,"R",115,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",66,7.9,"English, Italian, Irish, Yiddish","USA",0,8.1,91,91,4,NA
"2909",100157,"Misery",1990,"R",107,"Drama, Thriller","Rob Reiner",NA,7.8,"English","USA",1,7.4,88,89,3.7,NA
"2910",100168,"Mo' Better Blues",1990,"R",130,"Drama, Music, Romance","Spike Lee",NA,6.5,"English","USA",0,6,73,73,3.6,NA
"2911",100196,"Mountains of the Moon",1990,"R",136,"Adventure, Drama, History","Bob Rafelson",NA,7.3,"English","USA",0,6.5,69,79,3.7,NA
"2912",100200,"Mr. & Mrs. Bridge",1990,"PG-13",126,"Drama","James Ivory",73,6.7,"English","UK, USA",0,6,80,40,3.1,NA
"2913",100201,"Mr. Destiny",1990,"PG-13",110,"Comedy, Fantasy, Romance","James Orr",NA,6.2,"English","USA",0,4.5,38,58,3,NA
"2914",100211,"Music Box",1989,"PG-13",124,"Drama, Thriller","Costa-Gavras",NA,7.3,"English, Hungarian","USA",0,6.7,75,74,3.6,NA
"2915",100212,"My Blue Heaven",1990,"PG-13",97,"Comedy, Crime","Herbert Ross",35,6.2,"English","USA",0,5.6,71,59,3,NA
"2916",100224,"Narrow Margin",1990,"R",97,"Action, Crime, Thriller","Peter Hyams",NA,6.5,"English","USA",0,5.9,58,53,3.1,NA
"2917",100232,"Navy Seals",1990,"R",113,"Action, Adventure, Thriller","Lewis Teague",NA,5.4,"English, Arabic","USA",0,3.6,19,44,2.9,NA
"2918",100234,"Close-Up",1990,"Not Rated",98,"Documentary, Drama","Abbas Kiarostami",NA,8.2,"Persian, Azerbaijani","Iran",0,8.4,87,88,4.1,NA
"2919",100258,"Night of the Living Dead",1990,"R",92,"Horror, Thriller","Tom Savini",NA,6.9,"English","USA",0,6.3,68,67,3.3,NA
"2920",100260,"Nightbreed",1990,"R",102,"Fantasy, Horror","Clive Barker",NA,6.6,"English","USA",0,5,35,63,3.3,NA
"2921",100263,"La Femme Nikita",1990,"R",118,"Action, Drama, Thriller","Luc Besson",56,7.4,"French, Italian, English","France, Italy",0,7.2,88,84,3.6,NA
"2922",100280,"Nuns on the Run",1990,"PG-13",89,"Comedy, Crime","Jonathan Lynn",NA,5.9,"English","UK",0,4.8,47,54,2.9,NA
"2923",100318,"Pacific Heights",1990,"R",102,"Mystery, Thriller","John Schlesinger",NA,6.3,"English","USA",0,5.1,43,48,3.1,NA
"2924",100332,"Paris Is Burning",1990,"R",71,"Documentary","Jennie Livingston",NA,7.9,"English","USA",0,7.6,100,89,4.1,NA
"2925",100395,"Postcards from the Edge",1990,"R",101,"Comedy, Drama","Mike Nichols",71,6.6,"English, Spanish","USA",0,7,90,67,3.4,NA
"2926",100403,"Predator 2",1990,"R",108,"Action, Sci-Fi, Thriller","Stephen Hopkins",NA,6.2,"English","USA",0,4.6,25,44,2.9,NA
"2927",100404,"Presumed Innocent",1990,"R",127,"Crime, Drama, Mystery","Alan J. Pakula",NA,6.9,"English","USA",0,7.4,85,66,3.4,NA
"2928",100405,"Pretty Woman",1990,"R",119,"Comedy, Romance","Garry Marshall",51,6.9,"English, Italian, Japanese","USA",0,5.7,62,68,3.5,NA
"2929",100419,"Problem Child",1990,"PG",81,"Comedy, Family","Dennis Dugan",27,5.1,"English","USA",0,2.4,4,41,2.6,NA
"2930",100436,"Pump Up the Volume",1990,"R",102,"Drama, Music","Allan Moyle",77,7.1,"English","Canada, USA",0,6.6,78,84,3.4,NA
"2931",100442,"Q & A",1990,"R",132,"Crime, Drama","Sidney Lumet",NA,6.5,"English, Spanish","USA",0,6.8,87,60,3.1,NA
"2932",100449,"Quick Change",1990,"R",89,"Comedy, Crime","Howard Franklin, Bill Murray",56,6.8,"English","USA",0,6.5,79,71,3.3,NA
"2933",100477,"The Rescuers Down Under",1990,"G",77,"Animation, Adventure, Crime","Hendel Butoy, Mike Gabriel",NA,6.9,"English","USA",0,6.2,68,68,3.2,NA
"2934",100485,"Revenge",1990,"R",124,"Crime, Drama, Romance","Tony Scott",NA,6.2,"English, Spanish","USA, Mexico",0,4.1,33,56,3.2,NA
"2935",100486,"Reversal of Fortune",1990,"R",111,"Biography, Drama, Mystery","Barbet Schroeder",93,7.2,"English","USA, Japan, UK",1,7.8,94,76,3.5,NA
"2936",100491,"Riff-Raff",1991,"Unrated",95,"Comedy, Drama","Ken Loach",NA,7.1,"English","UK",0,7.6,91,82,3.8,NA
"2937",100502,"RoboCop 2",1990,"R",117,"Action, Sci-Fi, Thriller","Irvin Kershner",NA,5.7,"English","USA",0,4.5,32,36,2.7,NA
"2938",100507,"Rocky V",1990,"PG-13",104,"Drama, Sport","John G. Avildsen",54,5,"English, Italian","USA",0,4,27,32,2.8,NA
"2939",100519,"Rosencrantz & Guildenstern Are Dead",1990,"PG",117,"Comedy, Drama","Tom Stoppard",NA,7.7,"English","UK, USA",0,6.1,64,89,4,NA
"2940",100530,"The Russia House",1990,"R",123,"Drama, Romance, Thriller","Fred Schepisi",NA,6.1,"English, Russian","USA",0,6.8,73,51,3,NA
"2941",100594,"The Sheltering Sky",1990,"R",138,"Adventure, Drama, Romance","Bernardo Bertolucci",NA,6.8,"English, French, Arabic","UK, Italy",0,5.4,50,81,3.7,NA
"2942",100602,"A Shock to the System",1990,"R",88,"Comedy, Crime, Thriller","Jan Egleson",NA,6.7,"English","USA",0,6.9,77,64,3.4,NA
"2943",100666,"Spaced Invaders",1990,"PG",100,"Adventure, Comedy, Sci-Fi","Patrick Read Johnson",NA,5.2,"English","USA",0,3.5,8,50,2.7,NA
"2944",100680,"Stanley & Iris",1990,"PG-13",104,"Drama, Romance","Martin Ritt",NA,6.2,"English","USA",0,4,29,49,3.1,NA
"2945",100685,"State of Grace",1990,"R",134,"Crime, Drama, Thriller","Phil Joanou",NA,7.3,"English","UK, USA",0,6.8,83,84,3.7,NA
"2946",100740,"Tales from the Darkside: The Movie",1990,"R",93,"Comedy, Horror, Thriller","John Harrison",NA,6.1,"English","USA",0,4.6,35,44,3.1,NA
"2947",100758,"Teenage Mutant Ninja Turtles",1990,"PG",93,"Action, Adventure, Comedy","Steve Barron",NA,6.7,"English, French","USA, Hong Kong",0,4.8,44,81,3.3,NA
"2948",100791,"To Sleep with Anger",1990,"PG",102,"Drama","Charles Burnett",NA,7,"English","USA",0,6.8,75,84,3.9,NA
"2949",100802,"Total Recall",1990,"R",113,"Action, Adventure, Sci-Fi","Paul Verhoeven",57,7.5,"English","USA",0,7.3,84,78,3.3,18100
"2950",100814,"Tremors",1990,"PG-13",96,"Comedy, Horror, Sci-Fi","Ron Underwood",NA,7.2,"English","USA",0,7,88,74,3,NA
"2951",100822,"Tune in Tomorrow...",1990,"PG-13",107,"Comedy, Romance","Jon Amiel",NA,6.2,"English","USA",0,6,45,53,3,NA
"2952",100827,"Two Evil Eyes",1990,"R",120,"Horror","Dario Argento, George A. Romero",NA,6.1,"English","Italy, USA",0,5.2,50,35,3.1,NA
"2953",100828,"The Two Jakes",1990,"R",137,"Crime, Drama, Mystery","Jack Nicholson",56,6.1,"English","USA",0,5.4,65,38,2.9,NA
"2954",100842,"The Unbelievable Truth",1989,"R",90,"Comedy, Drama, Romance","Hal Hartley",67,7.5,"English","USA",0,7.7,100,89,3.9,NA
"2955",100873,"Vincent & Theo",1990,"PG-13",138,"Biography, Drama","Robert Altman",65,7.2,"English","Netherlands, UK, France, Italy, Germany",0,7.5,88,73,3.6,NA
"2956",100928,"White Hunter Black Heart",1990,"PG",112,"Adventure, Drama","Clint Eastwood",NA,6.6,"English","USA",0,7,85,63,3.3,NA
"2957",100934,"Wild Orchid",1989,"R",105,"Drama, Romance","Zalman King",NA,4.4,"English, Portuguese","USA",0,2.7,7,48,2.9,NA
"2958",100935,"Wild at Heart",1990,"NC-17",125,"Comedy, Crime, Romance","David Lynch",52,7.3,"English, Spanish","USA",0,5.9,66,82,3.7,NA
"2959",100944,"The Witches",1990,"PG",91,"Fantasy, Family, Horror","Nicolas Roeg",NA,6.8,"English","UK, USA",0,7.6,100,69,3.2,NA
"2960",100994,"Young Guns II",1990,"PG-13",104,"Adventure, Western","Geoff Murphy",NA,6.3,"English","USA",0,4.9,35,68,3.2,NA
"2961",100998,"Dreams",1990,"PG",119,"Drama, Fantasy","Akira Kurosawa, Ishirô Honda",NA,7.8,"Japanese, French, English","USA, Japan",0,6,55,87,4,NA
